1275,43616605,155,-61,242,-50,217,17,0,0,0,1,43616585
1318,43716563,156,-59,240,-50,217,17,0,0,0,1,43716538
1366,43816588,158,-60,242,-50,217,17,0,0,0,1,43816569
1412,43916199,158,-57,241,-50,217,17,0,0,0,1,43915990
1455,44016424,158,-58,240,-50,217,17,0,0,0,1,44016404
1501,44116577,158,-60,240,-50,217,17,0,0,0,1,44116558
1544,44216205,157,-55,239,-50,217,17,0,0,0,1,44216038
1588,44316204,156,-59,242,-50,217,17,0,0,0,1,44316034
1631,44416438,158,-57,244,-50,217,17,0,0,0,1,44416419
1677,44516212,158,-55,241,-50,217,17,0,0,0,1,44516193
1720,44616023,159,-62,242,-50,217,17,0,0,0,1,44615989
1763,44716570,158,-60,241,-50,217,17,0,0,0,1,44716550
1810,44816358,159,-61,235,-50,217,17,0,0,0,1,44816339
1854,44916069,157,-65,238,-50,217,17,0,0,0,1,44916050
1897,45016100,155,-58,241,-50,217,17,0,0,0,1,45016076
1941,45116431,157,-57,245,-50,217,17,0,0,0,1,45116412
1984,45216387,158,-57,241,-50,217,17,0,0,0,1,45216262
2029,45316929,156,-58,245,-50,217,17,0,0,0,1,45316909
2073,45416335,156,-59,241,-50,217,17,0,0,0,1,45416316
2116,45516564,154,-63,242,-50,217,17,0,0,0,1,45516503
2159,45616389,154,-60,239,-50,217,17,0,0,0,1,45616370
2202,45716421,156,-55,242,-50,217,17,0,0,0,1,45716401
2245,45816548,152,-59,241,-50,217,17,0,0,0,1,45816443
2291,45916267,158,-58,237,-50,217,17,0,0,0,1,45916248
2335,46016435,157,-61,246,-50,217,17,0,0,0,1,46016184
2379,46116435,157,-60,240,-50,217,17,0,0,0,1,46116415
2422,46216240,155,-56,243,-50,217,17,0,0,0,1,46216220
2465,46316496,160,-63,244,-50,217,17,0,0,0,1,46316093
2509,46416445,159,-58,237,-50,217,17,0,0,0,1,46416425
2552,46516425,156,-61,245,-50,217,17,0,0,0,1,46516406
2595,46616536,157,-57,242,-50,217,17,0,0,0,1,46616330
2638,46716435,154,-58,240,-50,217,17,0,0,0,1,46716416
2681,46816366,161,-63,241,-50,217,17,0,0,0,1,46816188
2727,46916558,155,-62,237,-50,217,17,0,0,0,1,46916539
2771,47016401,156,-57,239,-50,217,17,0,0,0,1,47016382
2815,47116586,159,-55,243,-50,217,17,0,0,0,1,47116230
2858,47216578,156,-60,242,-50,217,17,0,0,0,1,47216264
2901,47316415,153,-56,241,-50,217,17,0,0,0,1,47316395
2945,47416574,154,-57,243,-50,217,17,0,0,0,1,47416555
2988,47516402,153,-58,242,-50,217,17,0,0,0,1,47516361
3031,47616376,157,-59,237,-50,217,17,0,0,0,1,47616356
3074,47716634,155,-57,239,-50,217,17,0,0,0,1,47716614
3117,47816363,152,-63,244,-50,217,17,0,0,0,1,47816307
3163,47916231,154,-57,245,-50,217,17,0,0,0,1,47916212
3207,48016608,156,-60,245,-50,217,17,0,0,0,1,48016588
3251,48116355,154,-60,241,-50,217,17,0,0,0,1,48116335
3294,48216505,156,-59,241,-50,217,17,0,0,0,1,48216485
3337,48316577,161,-63,242,-50,217,17,0,0,0,1,48316557
3381,48416356,157,-60,241,-50,217,17,0,0,0,1,48416175
3424,48516211,153,-59,237,-50,217,17,0,0,0,1,48516191
3467,48616365,156,-63,238,-50,217,17,0,0,0,1,48616345
3510,48716574,152,-58,238,-50,217,17,0,0,0,1,48716554
3553,48816361,157,-59,240,-50,217,17,0,0,0,1,48816341
3599,48916034,156,-56,244,-50,217,17,0,0,0,1,48916015
3643,49016291,159,-57,239,-50,217,17,0,0,0,1,49016265
3687,49116383,149,-61,242,-50,217,17,0,0,0,1,49116363
3730,49216385,157,-63,237,-50,217,17,0,0,0,1,49216366
3773,49316094,157,-58,242,-50,217,17,0,0,0,1,49316075
3817,49416566,156,-59,245,-50,217,17,0,0,0,1,49416546
3860,49516522,155,-57,240,-50,217,17,0,0,0,1,49516434
3903,49616581,155,-59,244,-50,217,17,0,0,0,1,49616431
3946,49716407,156,-59,242,-50,217,17,0,0,0,1,49716388
3989,49816381,160,-59,243,-50,217,17,0,0,0,1,49816362
4035,49916580,155,-62,241,-50,217,17,0,0,0,1,49916561
4079,50016170,156,-63,236,-50,217,17,0,0,0,1,50015999
4126,50116542,154,-59,241,-50,217,17,0,0,0,1,50116522
4169,50216243,153,-61,241,-50,217,17,0,0,0,1,50216061
4214,50316635,154,-57,241,-50,217,17,0,0,0,1,50316616
4257,50416630,159,-58,241,-50,217,17,0,0,0,1,50416135
4301,50516173,157,-60,239,-50,217,17,0,0,0,1,50516004
4344,50616651,153,-60,242,-50,217,17,0,0,0,1,50616632
4387,50716558,157,-58,242,-50,217,17,0,0,0,1,50716477
4431,50816567,151,-62,246,-50,217,17,0,0,0,1,50816362
4474,50916217,156,-59,241,-50,217,17,0,0,0,1,50916197
4520,51016120,153,-61,244,-50,217,17,0,0,0,1,51016096
4565,51116415,154,-63,241,-50,217,17,0,0,0,1,51116396
4608,51216414,157,-59,240,-50,217,17,0,0,0,1,51216394
4651,51316541,155,-58,247,-50,217,17,0,0,0,1,51316522
4694,51416408,153,-61,245,-50,217,17,0,0,0,1,51416389
4738,51516535,156,-58,244,-50,217,17,0,0,0,1,51516225
4781,51616561,159,-60,247,-50,217,17,0,0,0,1,51616542
4824,51716551,157,-61,243,-50,217,17,0,0,0,1,51716532
4867,51816371,156,-61,239,-50,217,17,0,0,0,1,51816107
4910,51916395,155,-59,242,-50,217,17,0,0,0,1,51916375
4956,52016542,155,-64,245,-50,217,17,0,0,0,1,52016262
5001,52116422,155,-63,245,-50,217,17,0,0,0,1,52116403
5044,52216221,156,-55,240,-50,217,17,0,0,0,1,52216202
5087,52316536,154,-56,242,-50,217,17,0,0,0,1,52316430
5130,52416367,159,-59,237,-50,217,17,0,0,0,1,52416348
5174,52516107,162,-60,239,-50,217,17,0,0,0,1,52516088
5217,52616374,155,-58,238,-50,217,17,0,0,0,1,52616355
5260,52716647,161,-60,239,-50,217,17,0,0,0,1,52716627
5303,52816315,156,-56,241,-50,217,17,0,0,0,1,52816129
5346,52916575,156,-58,242,-50,217,17,0,0,0,1,52916555
5392,53016317,164,-58,238,-50,217,17,0,0,0,1,53016298
5437,53116410,156,-58,242,-50,217,17,0,0,0,1,53116390
5480,53216439,159,-56,247,-50,217,17,0,0,0,1,53216419
5523,53316330,162,-58,244,-50,217,17,0,0,0,1,53316310
5566,53416557,157,-61,245,-50,217,17,0,0,0,1,53416538
5610,53516342,153,-58,245,-50,217,17,0,0,0,1,53516323
5653,53616381,154,-59,240,-50,217,17,0,0,0,1,53616361
5696,53716565,163,-57,238,-50,217,17,0,0,0,1,53716526
5739,53816430,156,-56,245,-50,217,17,0,0,0,1,53816391
5782,53916519,158,-63,242,-50,217,17,0,0,0,1,53916431
5828,54016564,154,-55,242,-50,217,17,0,0,0,1,54016544
5873,54116385,157,-57,240,-50,217,17,0,0,0,1,54116365
5916,54216350,154,-66,240,-50,217,17,0,0,0,1,54216168
5959,54316568,159,-61,242,-50,217,17,0,0,0,1,54316549
6002,54416391,153,-58,242,-50,217,17,0,0,0,1,54416371
6046,54516538,156,-57,240,-50,217,17,0,0,0,1,54516519
6089,54616032,152,-59,240,-50,217,17,0,0,0,1,54616013
6132,54716146,159,-59,243,-50,217,17,0,0,0,1,54715988
6177,54816565,158,-61,239,-50,217,17,0,0,0,1,54816546
6220,54916529,161,-63,239,-50,217,17,0,0,0,1,54916195
6266,55016374,158,-57,239,-50,217,17,0,0,0,1,55016354
6311,55116128,157,-62,241,-50,217,17,0,0,0,1,55116109
6354,55216000,160,-57,243,-50,217,17,0,0,0,1,55215981
6399,55316631,155,-60,241,-50,217,17,0,0,0,1,55316612
6442,55416560,156,-57,242,-50,217,17,0,0,0,1,55416297
6485,55516068,157,-61,240,-50,217,17,0,0,0,1,55516049
6529,55616180,158,-59,240,-50,217,17,0,0,0,1,55616160
6572,55716127,156,-61,243,-50,217,17,0,0,0,1,55716084
6615,55816419,153,-59,241,-50,217,17,0,0,0,1,55816400
6658,55916197,158,-61,244,-50,217,17,0,0,0,1,55916039
6701,56016573,156,-64,237,-50,217,17,0,0,0,1,56016554
6748,56116543,160,-57,242,-50,217,17,0,0,0,1,56116445
6792,56216025,157,-62,239,-50,217,17,0,0,0,1,56216006
6835,56316581,155,-64,240,-50,217,17,0,0,0,1,56316561
6878,56416394,153,-61,244,-50,217,17,0,0,0,1,56416374
6921,56516380,153,-58,238,-50,217,17,0,0,0,1,56516360
6965,56616370,159,-58,237,-50,217,17,0,0,0,1,56616315
7008,56715998,153,-61,237,-50,217,17,0,0,0,1,56715979
7052,56816564,153,-60,242,-50,217,17,0,0,0,1,56816147
7095,56916159,152,-58,241,-50,217,17,0,0,0,1,56915984
7138,57016339,154,-61,241,-50,217,17,0,0,0,1,57016205
7185,57116621,154,-60,239,-50,217,17,0,0,0,1,57116601
7229,57216371,157,-62,242,-50,217,17,0,0,0,1,57216193
7272,57316359,157,-58,244,-50,217,17,0,0,0,1,57316304
7315,57416076,161,-59,238,-50,217,17,0,0,0,1,57416057
7358,57516210,158,-60,238,-50,217,17,0,0,0,1,57516190
7402,57616573,157,-63,236,-50,217,17,0,0,0,1,57616534
7445,57716378,159,-57,236,-50,217,17,0,0,0,1,57716358
7488,57816525,153,-59,241,-50,217,17,0,0,0,1,57816437
7531,57916317,157,-60,239,-50,217,17,0,0,0,1,57916091
7574,58016412,156,-54,241,-50,217,17,0,0,0,1,58016393
7621,58116550,157,-59,240,-50,217,17,0,0,0,1,58116530
7665,58216590,156,-55,237,-50,217,17,0,0,0,1,58216570
7708,58316320,158,-58,241,-50,217,17,0,0,0,1,58316117
